Mode of Travel,Zone Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume)
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),7346
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),9088
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),28986
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),5303
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),10636
All Vehicles - StL All Vehicles Volume,Origin,129,MENARD,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),8061
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),17889
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),3621
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),5446
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),5309
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),15870
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),3728
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4419
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),4658
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),21602
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),3204
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),7650
All Vehicles - StL All Vehicles Volume,Origin,13,CALHOUN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),6634
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),41884
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9911
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),12089
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12496
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),41963
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),10917
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),10733
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),12972
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),39440
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),7350
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14909
All Vehicles - StL All Vehicles Volume,Origin,131,MERCER,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),10706
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),115086
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),24204
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),34747
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),34735
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),114563
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),27004
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),30949
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),35762
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),109750
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),16966
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),42549
All Vehicles - StL All Vehicles Volume,Origin,133,MONROE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),30522
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),96330
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),16734
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),31029
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),30317
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),95493
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),18471
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),28425
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),31334
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),91492
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),12245
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),35840
All Vehicles - StL All Vehicles Volume,Origin,135,MONTGOMERY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),25995
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),106128
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),18494
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),34991
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),32690
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),106410
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),20521
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),33009
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),34078
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),98061
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),13025
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),38117
All Vehicles - StL All Vehicles Volume,Origin,137,MORGAN,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),27433
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),40261
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8345
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),12614
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12016
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),39876
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),8985
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),11368
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),12134
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),38450
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6491
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),14858
All Vehicles - StL All Vehicles Volume,Origin,139,MOULTRIE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),10843
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),191128
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),41110
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),58599
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),56478
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),195453
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),45775
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),54834
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),60216
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),169544
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),28939
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),65296
All Vehicles - StL All Vehicles Volume,Origin,141,OGLE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),45287
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),449836
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),77818
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),150585
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),143841
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),461292
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),87714
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),145161
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),154947
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),395165
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),52035
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),155983
All Vehicles - StL All Vehicles Volume,Origin,143,PEORIA,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),112128
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),57913
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),11124
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),18072
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),17366
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),57479
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),11961
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),17045
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),17941
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),55083
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),8825
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),19623
All Vehicles - StL All Vehicles Volume,Origin,145,PERRY,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),14949
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),54653
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),12940
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15744
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),16884
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),56343
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),14779
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),14518
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),17941
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),46802
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),8090
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),17824
All Vehicles - StL All Vehicles Volume,Origin,147,PIATT,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),13188
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),41676
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),8119
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),13374
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),12688
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),41126
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),8900
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),11996
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),13015
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),40244
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),6105
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),16066
All Vehicles - StL All Vehicles Volume,Origin,149,PIKE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),11026
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),47328
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),9502
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),15154
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),14463
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),45349
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),10056
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),13419
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),14457
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),48733
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),7913
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),18931
All Vehicles - StL All Vehicles Volume,Origin,15,CARROLL,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),13449
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),9571
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),1905
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),3113
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),2912
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),8767
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),2034
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),2592
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),2723
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),10816
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),1529
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),4244
All Vehicles - StL All Vehicles Volume,Origin,151,POPE,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),3072
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),13744
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),3062
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),4548
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),3947
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),14509
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),3479
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),4511
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),4336
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),11443
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),1974
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),4469
All Vehicles - StL All Vehicles Volume,Origin,153,PULASKI,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),2961
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),18818
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),4518
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),5686
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),5757
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),19243
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),5000
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,1: Weekday (M-Th),2: Mid-Day (10am-3pm),5294
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,1: Weekday (M-Th),3: Peak PM (3pm-7pm),6138
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),17113
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,2: Weekend Day (Sa-Su),1: Peak AM (6am-10am),3313
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,2: Weekend Day (Sa-Su),2: Mid-Day (10am-3pm),6514
All Vehicles - StL All Vehicles Volume,Origin,155,PUTNAM,no,N/A,no,2: Weekend Day (Sa-Su),3: Peak PM (3pm-7pm),4625
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),116677
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,0: All Days (M-Su),1: Peak AM (6am-10am),21964
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,0: All Days (M-Su),2: Mid-Day (10am-3pm),36810
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,0: All Days (M-Su),3: Peak PM (3pm-7pm),35983
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),118180
All Vehicles - StL All Vehicles Volume,Origin,157,RANDOLPH,no,N/A,no,1: Weekday (M-Th),1: Peak AM (6am-10am),24336
